code,brand,category,color,price,currency,stock,inStock,sizes
SKU02826,Vans,shoe,Khaki,68,USD,0,FALSE,"S,M,L"
SKU02500,Vans,shoe,Green,100,USD,0,FALSE,"S,M,L,XL"
SKU00181,Nike,shoe,Ivory,60,USD,0,FALSE,"S,M,L"
SKU02796,Vans,shoe,Black,98,USD,1037,TRUE,"S,L"
SKU07944,NewBalance,shoe,Red,44,USD,677,TRUE,M
SKU01890,Adidas,shoe,Yellow,52,USD,0,FALSE,"XS,S,M,L"
SKU09670,Onitsuka,shoe,Navy,58,USD,0,FALSE,"S,M"
SKU04394,Sketchers,shoe,Khaki,85,USD,0,FALSE,"S,M"
SKU01409,Adidas,shoe,Navy,100,USD,44,TRUE,"XS,S,M"
SKU02218,Vans,shoe,Ivory,75,USD,1232,TRUE,"S,M,XL"
SKU09933,Onitsuka,shoe,Grey,91,USD,1325,TRUE,"S,L"
SKU06473,Diadora,shoe,Yellow,35,USD,457,TRUE,"M,L"
SKU04798,Sketchers,shoe,Blue,55,USD,0,FALSE,"XXS,M,L"
SKU06678,Diadora,shoe,Black,38,USD,1859,TRUE,"S,M,L"
SKU03423,Puma,shoe,Yellow,35,USD,0,FALSE,"XS,S,M,L,XL"
SKU07993,NewBalance,shoe,Grey,88,USD,0,FALSE,"S,L"
SKU02515,Vans,shoe,White,62,USD,0,FALSE,"S,M,L,XL"
SKU09365,Onitsuka,shoe,Yellow,43,USD,0,FALSE,"XS,M,L"
SKU00059,Nike,shoe,Grey,75,USD,0,FALSE,"S,M,L,XL"
SKU04434,Sketchers,shoe,Black,54,USD,0,FALSE,"S,M,L"
SKU00343,Nike,shoe,Blue,87,USD,1772,TRUE,"S,M,L"
